ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	GlobalOutlier	GlobalOutlierReason	OutlierFrequency	GeneID
23590	Med13_01	Med13	Med13	NM_001080931.2	GRCm38.p6	chr11:86331130-86331165	False		0	327987
29534	Slc25a23_01	Slc25a23	Slc25a23	"NM_025877.4,XM_011246575.3,XM_030250000.1,XM_011246576.3"	GRCm38.p6	chr17:57055330-57055365	False		0	66972
26398	Pcbd2_01	Pcbd2	Pcbd2	"XM_011244564.2,XM_006517401.4,XM_030247422.1,NM_028281.1,XM_006517399.4,XM_006517398.3"	GRCm38.p6	chr13:55727384-55727418	False		0	72562
19626	Fkbp2_01	Fkbp2	"Gm51400,Fkbp2"	"NM_008020.4,NM_001360288.1,NM_001360286.1,NM_001370419.1,NM_001166368.2"	GRCm38.p6	chr19:6978629-6978663	False		0	14227
24268	Mydgf_01	Mydgf	Mydgf	NM_080837.2	GRCm38.p6	chr17:56182672-56182715	False		0	28106
14133	9030624G23Rik_01	9030624G23Rik	"Gm40847,LOC108167368,1700030C10Rik,Gm38538,Gm10479,9030624G23Rik,5730507C01Rik,Gm10476,Gm5784,3110053B16Rik,6030426L16Rik,Asap2"	"XM_030246874.1,XR_872516.3,XR_001780512.1,NM_001374072.1,XR_001780443.2,XR_001780507.1,NM_001201330.1,NM_001004364.2,XM_006515048.2,XM_017315270.1,XM_006515047.2,XM_017315267.1,NM_001135192.1,NM_001256489.1,XR_003950190.1,XM_030247057.1,XM_017315269.1,NM_001033157.4,XM_017315268.1,NR_015521.1,XM_011243957.2,NM_001098168.1,XM_011243929.2,XM_017315266.1,XM_030247037.1,XM_011243861.2,XR_003950222.1,XR_001780511.2,XM_030246641.1,XR_001780510.1,XR_001780508.1,XR_001780509.2"	GRCm38.p6	"chr12:18853876-18853910,chr12:21778564-21778598,chr12:20815433-20815467,chr12:20615308-20615342,chr12:24096930-24096964,chr12:22466678-22466712,chr12:19388092-19388126,chr12:21784230-21784264,chr12:21112048-21112082,chr12:22745375-22745409,chr12:20415942-20415976,chr12:20920929-20920963,chr12:18514742-18514776"	False		0	105245381
16949	Chml_01	Chml	Chml	NM_021350.2	GRCm38.p6	chr1:175688014-175688049	False		0	12663
14724	Akap8_01	Akap8	Akap8	"NR_131219.1,XM_006524666.4,NR_131218.1,NM_001357760.1,XM_006524665.4,XM_006524663.4,NM_019774.5"	GRCm38.p6	chr17:32316553-32316596	False		0	56399
28498	Rnf44_01	Rnf44	Rnf44	"XM_030247092.1,XM_006517020.2,XM_011244449.2,XM_030247095.1,XM_011244446.1,XM_011244451.1,XM_030247099.1,XM_011244450.1,XM_030247098.1,XM_006517019.4,XM_017315336.1,NM_134064.2,NR_027395.1,XM_011244447.1,XM_006517018.4,XM_030247091.1,XM_030247090.1,NM_001146027.1,XM_030247097.1,XM_030247100.1,XM_030247093.1,NM_001146025.1,XM_030247088.1,XM_030247096.1,XM_030247089.1,XM_030247087.1,NR_027396.1,NM_001146026.1,XM_030247085.1"	GRCm38.p6	chr13:54684405-54684439	False		0	105239
29876	Smg5_01	Smg5	Smg5	"XM_006501343.4,XM_006501346.4,XM_006501345.3,NM_178246.3,XM_030252573.1,XM_011240087.3"	GRCm38.p6	chr3:88341916-88341951	False		0	229512
18467	Dpy19l1_01	Dpy19l1	Dpy19l1	"NM_001359948.1,NM_172920.4"	GRCm38.p6	chr9:24485038-24485079	False		0	244745
19968	Gas6_01	Gas6	Gas6	NM_019521.2	GRCm38.p6	chr8:13474803-13474844	False		0	14456
30458	Stk38_01	Stk38	Stk38	"XM_011246233.2,XM_011246232.2,NM_134115.3,XM_006523386.3,XM_030249411.1,XM_030249410.1,NM_001357173.1,XR_003952071.1,XM_006523385.3,XR_003952070.1"	GRCm38.p6	chr17:28982081-28982116	False		0	106504
18475	Dpysl3_01	Dpysl3	Dpysl3	"NM_001291455.1,NM_001136086.2,NM_009468.5"	GRCm38.p6	chr18:43329792-43329827	False		0	22240
14457	Adam15_01	Adam15	Adam15	"XR_375480.4,XR_375481.4,NM_001037722.3,NM_009614.3,XR_375482.4,XM_006500918.2,XR_375479.4"	GRCm38.p6	chr3:89344125-89344160	False		0	11490
31486	Tmem38b_01	Tmem38b	Tmem38b	"XM_006538083.2,NM_028053.2"	GRCm38.p6	chr4:53849012-53849047	False		0	52076
27676	Psmg4_01	Psmg4	Psmg4	"NM_001110515.2,NM_001101430.2"	GRCm38.p6	chr13:34163135-34163169	False		0	69666
22310	Kcnab2_01	Kcnab2	Kcnab2	"NM_010598.4,NM_001355172.1,NM_001252655.2,XM_011250199.3,XM_006538585.4,XM_006538584.4,XM_011250198.2,XM_017319997.2,XM_006538586.4,XM_011250197.3,XM_006538587.4,XM_030253267.1,NM_001252654.2,XM_030253266.1,NM_001252656.2,NM_001355173.1"	GRCm38.p6	chr4:152407149-152407188	False		0	16498
24452	Nbr1_01	Nbr1	Nbr1	"XM_030245641.1,XM_006532433.1,NR_152788.1,XM_006532432.1,NM_001252220.1,XR_388361.2,XM_030245642.1,XM_006532435.1,XM_006532434.1,XM_006532431.1,XM_030245639.1,NM_001252222.1,XM_006532430.1,NM_001252223.1,NM_008676.3,XM_030245640.1"	GRCm38.p6	chr11:101564668-101564703	False		0	17966
33059	Ythdf3_01	Ythdf3	Ythdf3	"NM_001358042.1,NM_001358041.1,NM_001145919.2,NM_172677.4,XM_006535442.4,NM_001358043.1"	GRCm38.p6	chr3:16204316-16204351	False		0	229096
32162	Tysnd1_01	Tysnd1	Tysnd1	"NM_001272092.1,XR_003948807.1,NR_073587.1,NM_001272091.1,NM_001272090.1,NM_027912.1"	GRCm38.p6	chr10:61695588-61695622	False		0	71767
32823	Wbp1_01	Wbp1	Wbp1	"NM_001083922.1,NM_016757.2,NM_001083923.1"	GRCm38.p6	chr6:83119928-83119963	False		0	22377
15174	Arhgef11_01	Arhgef11	Arhgef11	"XM_006501273.2,XM_006501264.2,XM_030252537.1,XM_006501265.2,NM_001360195.1,XM_030252538.1,XM_006501267.2,XM_006501270.2,XM_011240067.1,XM_006501266.2,XM_030252534.1,XM_030252535.1,XM_006501271.2,XM_006501274.2,XM_006501268.2,NM_001003912.2,XM_006501269.2,NM_001360197.1,XM_030252536.1,XM_006501272.2"	GRCm38.p6	chr3:87717030-87717067	False		0	213498
29355	Sik3_01	Sik3	Sik3	"XM_006510590.3,NM_027498.3"	GRCm38.p6	chr9:46127022-46127057	False		0	70661
25014	Nudcd2_01	Nudcd2	Nudcd2	"XM_030246122.1,NM_026023.5,NM_001290697.1"	GRCm38.p6	chr11:40736018-40736061	False		0	52653
31563	Tmprss12_01	Tmprss12	Tmprss12	"NM_183109.3,XM_030248805.1"	GRCm38.p6	chr15:100282248-100282283	False		0	75002
15265	Arpc4_01	Arpc4	Arpc4	"NM_001170486.1,NM_026552.3,NM_001170485.1"	GRCm38.p6	chr6:113385490-113385532	False		0	68089
27939	Rac1_01	Rac1	"Gm30181,Rac1"	"NM_009007.2,XR_384352.1,NM_001347530.1"	GRCm38.p6	"chr15:93412834-93412872,chr5:143514733-143514771"	False		0	19353
21505	Hmgcl_01	Hmgcl	Hmgcl	"NM_001357529.1,NM_001357530.1,NM_008254.3,XM_006538564.4"	GRCm38.p6	chr4:135952388-135952425	False		0	15356
26733	Phf21a_01	Phf21a	Phf21a	"XM_030248712.1,XR_003951421.1,XM_011239371.3,XR_003951420.1,NM_001109690.2,XM_030248663.1,NM_001362830.1,NM_001109691.1,XM_030248678.1,XM_030248715.1,XM_017316548.2,XM_011239361.3,XM_006498980.4,XM_006498967.4,XM_011239368.2,XM_011239363.2,XM_030248674.1,NM_138755.2,XM_011239362.2,XM_030248688.1,XM_030248703.1,XM_006498975.4,NM_001346704.1,XM_017316543.2,XM_011239374.3,XM_011239364.2,XM_030248704.1,XM_030248698.1,XM_030248696.1,XM_030248693.1,XM_017316533.2,XM_030248702.1,XM_006498971.4,XM_030248708.1,XM_030248707.1,XM_030248709.1,XM_030248695.1,NM_001362831.1,XM_030248691.1,XM_006498970.4,XM_030248682.1,NM_001362833.1,XM_017316527.2,XM_011239367.3,NM_001362832.1,XM_011239366.2,XM_030248700.1,XM_030248685.1,XM_011239372.2,NM_001362829.1,XM_011239373.3,XM_030248692.1,XM_011239369.3"	GRCm38.p6	chr2:92328322-92328363	False		0	192285
14914	Ankrd13a_01	Ankrd13a	Ankrd13a	"XM_006530454.4,NM_026718.2"	GRCm38.p6	chr5:114786007-114786044	False		0	68420
22228	Jak1_01	Jak1	Jak1	"XM_030253265.1,NM_146145.2,XM_030253264.1,XM_006502812.4,XM_030253263.1,NM_013567.1,XM_030253262.1"	GRCm38.p6	chr4:101189158-101189201	False		0	16451
21784	Ifi203_01	Ifi203	"LOC102641031,LOC100862473,Ifi203"	"XM_011238761.3,NM_001302650.1,XM_011251389.3,XM_006496671.4,XM_030251756.1,XM_006496669.3,XM_030250187.1,XM_011238762.2,XM_003689170.3,XM_030250201.1,NM_001302649.1,XM_030250226.1,XM_030250243.1,XM_030250260.1,XM_011238760.2,NM_001302651.1,XM_030250215.1"	GRCm38.p6	chr1:173924098-173926806	False		0	15950
26981	Plekhf2_01	Plekhf2	Plekhf2	NM_175175.4	GRCm38.p6	chr4:10990839-10990878	False		0	71801
16064	Cadm2_01	Cadm2	Cadm2	"NM_001347247.1,XM_011246129.3,XM_011246128.3,XR_001781826.2,NM_178721.4,NM_001145977.1,XM_006523026.4"	GRCm38.p6	chr16:66882831-66882874	False		0	239857
27062	Pml_01	Pml	Pml	"XM_030244128.1,XM_006510864.4,XM_006510860.2,XR_003947814.1,XM_006510861.2,XM_017313212.2,NM_178087.4,NM_001311088.1,NM_008884.5,XM_006510862.4,XR_003947816.1"	GRCm38.p6	chr9:58247002-58247049	False		0	18854
26625	Peli1_01	Peli1	Peli1	"XM_011243746.2,NM_023324.2"	GRCm38.p6	chr11:21142598-21142635	False		0	67245
19884	Gabpb1_01	Gabpb1	Gabpb1	"XM_006498762.1,XM_030247523.1,XM_006498755.1,NM_001271470.1,XM_030247530.1,XM_030247522.1,NM_001271469.1,NM_001271467.1,NM_001271468.1,NM_010249.2,NM_001271492.1,XM_006498757.4,XM_030247518.1,XM_006498756.2,XM_030247525.1,NM_207669.2,NR_073183.1,XM_006498759.4,XM_030247527.1,XM_030247529.1,XM_030247526.1,XM_030247528.1,NM_001355109.1,NM_001355108.1,XM_006498764.4,XM_006498761.4,XM_006498760.4"	GRCm38.p6	chr2:126653560-126653597	False		0	14391
33080	Zbtb10_01	Zbtb10	Zbtb10	NM_177660.3	GRCm38.p6	chr3:9264814-9264855	False		0	229055
33314	Zfp445_01	Zfp445	Zfp445	"XM_006512119.3,NM_001359934.1,NM_001359935.1,XM_006512122.2,XM_011242971.1,XM_006512118.2,XM_006512121.3,NM_173364.5,XM_006512120.4"	GRCm38.p6	chr9:122861859-122861896	False		0	235682
20859	Golm1_01	Golm1	Golm1	"NM_027307.4,NM_001035122.2"	GRCm38.p6	chr13:59665556-59665595	False		0	105348
30284	Srd5a3_01	Srd5a3	Srd5a3	"XM_006535162.1,NM_020611.4"	GRCm38.p6	chr5:76147691-76147740	False		0	57357
27264	Ppp1r10_01	Ppp1r10	Ppp1r10	"XM_030249898.1,XM_006524616.3,NM_001357740.1,XM_006524617.2,XM_006524619.3,NM_001163818.1"	GRCm38.p6	chr17:35926825-35926860	False		0	52040
28234	Rfc4_01	Rfc4	Rfc4	NM_145480.1	GRCm38.p6	chr16:23120950-23120987	False		0	106344
22950	Lims1_01	Lims1	Lims1	"XM_006513072.2,NM_001193303.1,XM_030244824.1,NM_001359115.1,XM_006513070.4,NM_026148.4,NM_001346676.1,XM_006513068.4,NM_001359116.1,XM_006513074.4,NM_201242.1"	GRCm38.p6	chr10:58399103-58399140	False		0	110829
19996	Gbp5_01	Gbp5	Gbp5	NM_153564.2	GRCm38.p6	chr3:142504283-142504320	False		0	229898
19909	Gadd45gip1_01	Gadd45gip1	Gadd45gip1	NM_183358.4	GRCm38.p6	chr8:84832561-84832595	False		0	102060
23534	Mcm3_01	Mcm3	Mcm3	"NM_008563.3,XM_030251926.1"	GRCm38.p6	chr1:20814432-20814469	False		0	17215
19898	Gabrg3_01	Gabrg3	Gabrg3	"NM_008074.3,XM_017321978.2"	GRCm38.p6	chr7:56985101-56985142	False		0	14407
30508	Stx2_01	Stx2	Stx2	"XM_006504276.2,NM_001286034.1,XR_003955580.1,XR_003955581.1,XR_377049.3,NM_007941.3,NR_152615.1,NM_001286033.1"	GRCm38.p6	chr5:128996398-128996432	False		0	13852
15759	Bgn_01	Bgn	Bgn	"XM_006527758.4,NM_007542.5"	GRCm38.p6	chrX:73490848-73490883	False		0	12111
14560	Adgrl2_01	Adgrl2	Adgrl2	"NM_001081298.1,XM_006502460.4,XM_017319821.2,XM_017319824.2,XM_030252948.1,XM_006502430.4,XM_030252949.1,XM_011240335.3,XM_017319823.2,XM_006502462.4,XM_006502431.4,XM_030252945.1,XM_030252944.1,XM_006502439.4,XM_006502440.4,XM_006502438.4,XM_006502423.4,XM_011240325.3,XM_011240324.3,XM_017319831.2,XM_006502436.4,XM_030252946.1,XM_006502453.4,XM_011240323.3,XM_011240327.3,XM_011240326.3,XM_006502437.4,XM_011240329.3,XM_006502442.4,XM_011240328.3,XM_006502425.4,XM_017319836.2,XM_017319833.2,XM_030252947.1,XM_017319830.2,XM_006502435.4,XM_030252952.1,XM_017319835.2,XM_006502424.4,XM_030252953.1,XM_030252954.1,XM_006502456.4,XM_030252950.1,XM_030252951.1,XM_006502426.4,XM_006502427.4,XM_006502433.4,XM_006502432.4,XM_006502451.4,XM_006502450.4,XM_017319822.2"	GRCm38.p6	chr3:148890583-148890622	False		0	99633
27819	Pycard_01	Pycard	Pycard	NM_023258.4	GRCm38.p6	chr7:127993452-127993489	False		0	66824
24097	Ms4a4c_01	Ms4a4c	Ms4a4c	"XM_006527250.2,NM_029499.3,XM_006527251.3,XM_017318270.1"	GRCm38.p6	chr19:11426224-11426258	False		0	64380
17979	Dcaf8_01	Dcaf8	Dcaf8	"NR_151641.1,NM_001357204.1,XM_011238889.3,NM_153555.2"	GRCm38.p6	chr1:172172769-172172818	False		0	98193
26711	Phactr2_01	Phactr2	Phactr2	"NM_001195065.1,XM_006512675.3,XM_006512670.4,XM_006512674.3,XM_006512665.3,NM_001195096.2,XM_006512672.1,NM_001195066.1,NM_001033257.5,XM_006512669.4,NM_001359294.1,XM_006512666.1,XM_006512677.4,XM_006512673.4,XM_006512676.3,XM_030245000.1,XM_006512667.3,XM_006512671.3"	GRCm38.p6	chr10:13253478-13253513	False		0	215789
24386	Naca_01	Naca	Naca	"NM_001282976.1,NM_013608.3,NM_001113199.1"	GRCm38.p6	chr10:128048293-128048328	False		0	17938
18664	Edem1_01	Edem1	Edem1	"NM_138677.2,XR_001785109.2,XM_006505746.4"	GRCm38.p6	chr6:108846802-108846841	False		0	192193
19495	Fcer1g_01	Fcer1g	Fcer1g	NM_010185.4	GRCm38.p6	chr1:171231234-171231268	False		0	14127
27541	Prr5_01	Prr5	Prr5	"XM_006520279.2,NM_001346662.1,XM_006520281.4,NM_146061.4,XM_030248272.1"	GRCm38.p6	chr15:84701389-84701424	False		0	109270
31298	Tmed2_01	Tmed2	Tmed2	NM_019770.2	GRCm38.p6	chr5:124542989-124543023	False		0	56334
32601	Vmn1r232_01	Vmn1r232	Vmn1r232	NM_134193.2	GRCm38.p6	chr17:20914189-20914225	False		0	171227
22033	Insig1_01	Insig1	Insig1	NM_153526.5	GRCm38.p6	chr5:28073595-28073630	False		0	231070
18469	Dpy19l3_01	Dpy19l3	Dpy19l3	"XM_006539906.2,XR_001785529.2,NM_178704.3"	GRCm38.p6	chr7:35703511-35703546	False		0	233115
19182	Fads1_01	Fads1	Fads1	"NM_146094.2,XM_006527438.2"	GRCm38.p6	chr19:10183159-10183193	False		0	76267
33028	Ybx2_01	Ybx2	Ybx2	"XM_006533738.4,NM_001347634.2,XM_006533742.2,XM_030246151.1,XM_006533739.4,NM_016875.3,XM_006533740.2"	GRCm38.p6	chr11:69939939-69939980	False		0	53422
33169	Zdhhc19_01	Zdhhc19	Zdhhc19	"XM_011245900.1,NM_199309.2,XM_030249114.1,XR_875803.1,XM_006522135.3"	GRCm38.p6	chr16:32498985-32499020	False		0	245308
20938	Gpr146_01	Gpr146	Gpr146	"NM_030258.5,NM_001362206.1,XM_030254916.1,NM_001038703.3"	GRCm38.p6	chr5:139393312-139393348	False		0	80290
22062	Ip6k1_01	Ip6k1	Ip6k1	NM_013785.2	GRCm38.p6	chr9:108040948-108040985	False		0	27399
24373	Naa38_01	Naa38	Naa38	NM_030083.2	GRCm38.p6	chr11:69396231-69396268	False		0	78304
17291	Cog1_01	Cog1	Cog1	"XR_388356.2,XR_001779880.2,XM_006532343.4,XM_006532346.2,XR_388357.2,NM_013581.3,XM_006532345.2,XM_006532344.2"	GRCm38.p6	chr11:113654995-113655032	False		0	16834
22460	Kif13b_01	Kif13b	Kif13b	"XM_006518621.4,XM_006518620.4,XM_006518619.4,NM_001081177.2,XM_006518622.3"	GRCm38.p6	chr14:64736245-64736280	False		0	16554
30606	Swap70_01	Swap70	Swap70	"XM_017322086.1,NM_009302.3"	GRCm38.p6	chr7:110270019-110270053	False		0	20947
16673	Cdk2_01	Cdk2	Cdk2	"NM_016756.4,NM_183417.3,XM_011243321.3,XM_006513162.3,XM_030244853.1,XM_030244854.1"	GRCm38.p6	chr10:128703949-128703986	False		0	12566
25070	Nus1_01	Nus1	Nus1	NM_030250.2	GRCm38.p6	chr10:52430111-52430150	False		0	52014
23694	Mfng_01	Mfng	Mfng	"XM_006520552.3,XR_875250.2,XM_017316492.2,XM_006520551.2,XR_003951359.1,NM_008595.2"	GRCm38.p6	chr15:78764397-78764431	False		0	17305
16576	Cd82_01	Cd82	Cd82	"NM_001271431.1,NM_007656.5,NM_001136055.2,NM_001271462.1,XM_030247042.1,NM_001271432.1,NM_001271461.1,NM_001271430.1"	GRCm38.p6	chr2:93421869-93421904	False		0	12521
20636	Gm51963_01	Gm51963	Gm51963	XM_030247018.1	GRCm38.p6	chr12:4459797-4459831	False		0	115487957
22269	Kank3_01	Kank3	Kank3	"NM_001357162.1,NM_030697.3,XM_006525175.4"	GRCm38.p6	chr17:33821814-33821849	False		0	80880
34113	Tomm5_01	Tomm5	Tomm5	"NM_001099675.1,NM_001134646.1"	GRCm38.p6	chr4:45107960-45107994	False		0	68512
14892	Ank_01	Ank	Ank	NM_020332.4	GRCm38.p6	chr15:27544354-27544391	False		0	11732
21151	Gtf2i_01	Gtf2i	Gtf2i	"XM_006504386.1,XM_030254165.1,NM_001080747.2,XM_030254164.1,XM_030254157.1,XM_006504384.1,XM_006504385.1,XM_030254163.1,XM_030254154.1,XM_030254162.1,XM_030254155.1,XM_030254150.1,XM_030254151.1,NM_001359066.1,NM_001359067.1,XM_030254159.1,XM_006504389.1,XM_030254160.1,NM_010365.4,XM_030254156.1,XM_017320677.1,XM_030254152.1,XM_030254153.1,NM_001359064.1,NM_001359065.1,XM_006504391.1,XM_017320681.2,NM_001359062.1,NM_001080748.2,XM_030254149.1,NM_001359063.1,XM_030254148.1,NM_001080749.2,XM_030254144.1,XM_030254158.1,NM_001080746.2,XM_030254147.1,XM_030254146.1,XM_030254143.1,XM_030254145.1,XM_030254141.1,XM_030254140.1,XM_030254161.1"	GRCm38.p6	chr5:134293809-134293854	False		0	14886
33085	Zbtb17_01	Zbtb17	Zbtb17	"NM_009541.2,XM_006538727.2"	GRCm38.p6	chr4:141462548-141462583	False		0	22642
16110	Camsap2_01	Camsap2	Camsap2	"NM_001347110.1,XM_006529834.3,XM_011248066.3,XM_006529832.3,NM_001347109.1"	GRCm38.p6	chr1:136282277-136282312	False		0	67886
24517	Ndufa2_01	Ndufa2	Ndufa2	NM_010885.5	GRCm38.p6	chr18:36744207-36744241	False		0	17991
18938	Epc2_01	Epc2	Epc2	"NM_172663.4,XM_006498011.3"	GRCm38.p6	chr2:49488764-49488799	False		0	227867
29094	Septin11_01	Septin11	Septin11	"NM_001310671.1,XM_030254691.1,XM_006535108.4,NM_001009818.2,XM_006535104.4,XM_017320978.2,XM_017320982.1,XM_011249532.3,XR_389284.4,XM_006535106.4,XM_011249531.3,XM_006535101.4,XM_006535098.4,XM_006535100.4,XM_017320980.2,XM_017320981.2,NM_001310669.1,NM_001347377.1,XM_006535099.4,XM_006535103.4,XM_030254690.1,XR_001784719.2"	GRCm38.p6	chr5:93148513-93148548	False		0	52398
31578	Tmtc2_01	Tmtc2	Tmtc2	"XR_380404.3,XR_003948700.1,NM_177368.4"	GRCm38.p6	chr10:105413625-105413668	False		0	278279
31782	Trappc8_01	Trappc8	Trappc8	"XR_001782396.2,NM_001361188.1,NM_177038.3,XM_011247032.3,XM_017318011.2,XR_001782397.2,NM_029491.2,XM_011247028.3,XR_001782398.2,XM_011247033.3,XM_011247030.3,XM_030250631.1,XM_011247031.3,XM_030250630.1,XM_011247029.3,XM_030250628.1,XM_006526333.4,XR_001782399.2,XM_030250629.1,XM_017318012.2"	GRCm38.p6	chr18:20874651-20874698	False		0	75964
24286	Myh9_01	Myh9	Myh9	NM_022410.3	GRCm38.p6	chr15:77791106-77791143	False		0	17886
16508	Cd200r3_01	Cd200r3	Cd200r3	"NM_029018.4,XM_011246035.1,NM_027578.1,XM_017317153.2,XM_011246030.3,NM_001128132.1,XM_017317152.2,NM_001128133.1,XM_006522674.4,XM_011246031.3,XM_017317154.2,XM_011246033.2,XM_011246032.2"	GRCm38.p6	chr16:44951456-44951490	False		0	74603
27712	Ptges2_01	Ptges2	Ptges2	NM_133783.2	GRCm38.p6	chr2:32397567-32397604	False		0	96979
19396	Farsa_01	Farsa	Farsa	"XR_387772.4,NR_152751.1,NM_025648.3"	GRCm38.p6	chr8:84864235-84864272	False		0	66590
20102	Gigyf2_01	Gigyf2	Gigyf2	"XR_387164.2,NM_146112.4,XM_017320347.2,XM_006529464.3,XM_006529465.4,XM_006529468.2,XM_006529469.2,NM_001110212.2,XM_006529470.4,XM_006529466.2,XM_006529467.2"	GRCm38.p6	chr1:87407010-87407059	False		0	227331
26299	Pam16_01	Pam16	Pam16	NM_025571.1	GRCm38.p6	chr16:4616597-4616632	False		0	66449
17669	Ctnna2_01	Ctnna2	Ctnna2	"XM_030255129.1,XM_030255130.1,NM_001355193.1,NM_001109764.1,NM_009819.2,NM_145732.2,XM_011241195.3"	GRCm38.p6	chr6:77845510-77845545	False		0	12386
18778	Eif3f_01	Eif3f	Eif3f	NM_025344.2	GRCm38.p6	chr7:108940674-108940709	False		0	66085
28443	Rnf144b_01	Rnf144b	Rnf144b	"NM_146042.4,NM_001170643.1"	GRCm38.p6	chr13:47220503-47220538	False		0	218215
22195	Itm2b_01	Itm2b	Itm2b	NM_008410.3	GRCm38.p6	chr14:73364644-73364679	False		0	16432
17164	Clns1a_01	Clns1a	Clns1a	NM_023671.2	GRCm38.p6	chr7:97705589-97705632	False		0	12729
21415	Herc1_01	Herc1	Herc1	"XM_006511108.3,XM_006511106.3,XM_006511107.3,XM_030244333.1,XM_006511103.3,XR_001778881.2,XM_030244331.1,XM_006511105.3,XM_030244335.1,NM_145617.3,XM_030244334.1,XM_030244332.1,XM_006511104.3"	GRCm38.p6	chr9:66411086-66411127	False		0	235439
17037	Cisd1_01	Cisd1	Cisd1	NM_134007.4	GRCm38.p6	chr10:71336352-71336386	False		0	52637
32463	Utp6_01	Utp6	Utp6	NM_144826.3	GRCm38.p6	chr11:79962251-79962288	False		0	216987
16989	Chrnb4_01	Chrnb4	Chrnb4	"NM_148944.4,XM_011242655.3,XM_006510757.4"	GRCm38.p6	chr9:55035461-55035496	False		0	108015
19721	Foxf2_01	Foxf2	Foxf2	NM_010225.2	GRCm38.p6	chr13:31626600-31626635	False		0	14238
34154	Vamp8_01	Vamp8	Vamp8	NM_016794.3	GRCm38.p6	chr6:72388380-72388414	False		0	22320
16127	Capn2_01	Capn2	Capn2	NM_009794.4	GRCm38.p6	chr1:182489997-182490038	False		0	12334
24576	Negr1_01	Negr1	Negr1	"XM_006501578.3,XM_006501577.2,NM_177274.4,XM_006501576.3,NM_001039094.3"	GRCm38.p6	chr3:156859582-156859623	False		0	320840
33618	Zyx_01	Zyx	Zyx	"XM_030255326.1,XM_030255328.1,XM_030255327.1,XM_030255329.1,XM_006505936.4,NM_001289619.1,NM_001289617.1,NM_001289618.1,NM_011777.3"	GRCm38.p6	chr6:42351498-42351539	False		0	22793
17154	Clk1_01	Clk1	Clk1	"NM_001042634.2,NR_027853.1,NR_027854.1"	GRCm38.p6	chr1:58419676-58419713	False		0	12747
30557	Sumf2_01	Sumf2	Sumf2	NM_026445.2	GRCm38.p6	chr5:129852874-129852908	False		0	67902
20040	Gdi1_01	Gdi1	Gdi1	NM_010273.4	GRCm38.p6	chrX:74307820-74307859	False		0	14567
27326	Ppp4c_01	Ppp4c	Ppp4c	"NM_019674.4,NM_001360464.1,XM_006508049.2"	GRCm38.p6	chr7:126787476-126787511	False		0	56420
14199	Aaas_01	Aaas	Aaas	NM_153416.2	GRCm38.p6	chr15:102349981-102350016	False		0	223921
23817	Mllt11_01	Mllt11	Mllt11	"XM_030252728.1,NM_019914.4"	GRCm38.p6	chr3:95220420-95220454	False		0	56772
18961	Epm2a_01	Epm2a	Epm2a	"NM_010146.2,XR_003948588.1"	GRCm38.p6	chr10:11390816-11390851	False		0	13853
28476	Rnf215_01	Rnf215	Rnf215	"NM_027859.3,NM_001363143.1,XR_380981.3,XR_003949509.1"	GRCm38.p6	chr11:4135841-4135876	False		0	71673
27778	Ptpru_01	Ptpru	Ptpru	"XM_006538673.3,XM_011250211.3,XM_006538672.4,XM_011250215.3,XM_006538670.4,XM_006538674.3,XM_011250212.3,XM_011250213.3,XM_006538667.4,XM_011250214.3,NM_001083119.2,XM_006538666.4,XM_011250216.1,XM_006538668.4,NM_011214.2,XM_011250210.3"	GRCm38.p6	chr4:131808404-131808445	False		0	19273
21792	Ifi27l2a_01	Ifi27l2a	Ifi27l2a	"NM_029803.3,NM_001281830.1"	GRCm38.p6	chr12:103442836-103442870	False		0	76933
22634	Kmt5b_01	Kmt5b	Kmt5b	"XM_030250876.1,XM_006531728.4,NM_001167889.2,NM_001167887.1,XM_011248623.3,XM_011248626.3,NM_001167888.1,XM_017318143.1,XM_006531731.3,XM_030250875.1,NM_144871.4,NM_001167885.1,NM_001167884.1,XM_006531727.4,NM_001167886.1,XM_011248624.3,XM_030250877.1,XM_017318144.2"	GRCm38.p6	chr19:3804950-3804984	False		0	225888
18785	Eif3m_01	Eif3m	Eif3m	NM_145380.2	GRCm38.p6	chr2:105013769-105013806	False		0	98221
25558	Olfr196_01	Olfr196	Olfr196	"XM_017316986.1,NM_146779.2"	GRCm38.p6	chr16:59167289-59167338	False		0	258775
21282	H4c11_01	H4c11	"H4c11,H4c12"	"NM_178211.2,NM_178210.2"	GRCm38.p6	"chr13:21750463-21750497,chr13:21735104-21735138"	False		0	319159
19026	Ermn_01	Ermn	Ermn	NM_029972.4	GRCm38.p6	chr2:58052566-58052601	False		0	77767
16522	Cd248_01	Cd248	Cd248	NM_054042.2	GRCm38.p6	chr19:5069501-5069544	False		0	70445
22859	Ldb2_01	Ldb2	Ldb2	"NM_001359070.1,XM_006503756.4,XM_006503758.4,XM_006503752.3,NM_001359071.1,NM_010698.4,XM_006503754.4,NM_001286348.1,NM_001077398.2,XM_030254170.1,NM_001347349.1,XM_030254171.1,XM_006503755.4,XM_017320689.2"	GRCm38.p6	chr5:44799376-44799411	False		0	16826
